organisation_code,measure,value
ACAS,B06,0.86
ACAS,B07,0.91
ACAS,B08,0.74
ACAS,B09,0.88
ACAS,B10,0.8
ACAS,B11,0.73
ACAS,B12,0.78
ACAS,B13,0.8
ACAS,B14,0.71
ACAS,B15,0.65
ACAS,B16,0.64
ACAS,B17,0.37
ACAS,B18,0.89
ACAS,B19,0.81
ACAS,B20,0.72
ACAS,B21,0.57
ACAS,B22,0.48
ACAS,B23,0.45
ACAS,B24,0.45
ACAS,B25,0.81
ACAS,B26,0.87
ACAS,B27,0.69
ACAS,B28,0.77
ACAS,B29,0.73
ACAS,B30,0.79
ACAS,B31,0.89
ACAS,B32,0.69
ACAS,B33,0.55
ACAS,B34,0.73
ACAS,B35,0.27
ACAS,B36,0.33
ACAS,B37,0.26
ACAS,B38,0.63
ACAS,B39,0.59
ACAS,B40,0.56
ACAS,B41,0.54
ACAS,B42,0.41
ACAS,B43,0.39
ACAS,B44,0.71
ACAS,B45,0.43
ACAS,B46,0.52
ACAS,B47,0.75
ACAS,B48,0.63
ACAS,B49,0.62
ACAS,B50,0.58
ACAS,B51,0.56
ACAS,B52,0.5
ACAS,B53,0.35
ACAS,B54,0.89
ACAS,B55,0.66
ACAS,B56,0.66
ACAS,B57,0.67
ACAS,B58,0.77
ACAS,B59,0.49
ACAS,B60,0.7
ACAS,C01_1,0.05
ACAS,C01_2,0.12
ACAS,C01_3,0.32
ACAS,C01_4,0.51
ACAS,D01,0.81
ACAS,D02,0.55
ACAS,D03,0.73
ACAS,E01_YES,0.1
ACAS,E03_YES,0.08
ACAS,E05,0.41
ACAS,E06_A,0.16
ACAS,E06_B,0.37
ACAS,E06_C,0.73
ACAS,E06_D,0.4
ACAS,W01,0.57
ACAS,W02,0.68
ACAS,W03,0.57
ACAS,W04,0.41
ACAS,J04B,0.68
ACAS,W05,0.64
ACAS,W07,0.05
ACAS,W08,0.77
BEIS,B01,0.92
BEIS,B02,0.84
BEIS,B03,0.8
BEIS,B04,0.66
BEIS,B05,0.85
BEIS,B06,0.8
BEIS,B07,0.84
BEIS,B08,0.78
BEIS,B09,0.9
BEIS,B10,0.89
BEIS,B11,0.65
BEIS,B12,0.83
BEIS,B13,0.87
BEIS,B14,0.73
BEIS,B15,0.7
BEIS,B16,0.76
BEIS,B17,0.39
BEIS,B18,0.89
BEIS,B19,0.87
BEIS,B20,0.82
BEIS,B21,0.68
BEIS,B22,0.52
BEIS,B23,0.68
BEIS,B24,0.54
BEIS,B25,0.88
BEIS,B26,0.9
BEIS,B27,0.8
BEIS,B28,0.83
BEIS,B29,0.74
BEIS,B30,0.75
BEIS,B31,0.88
BEIS,B32,0.81
BEIS,B33,0.59
BEIS,B34,0.64
BEIS,B35,0.42
BEIS,B36,0.44
BEIS,B37,0.35
BEIS,B38,0.82
BEIS,B39,0.74
BEIS,B40,0.55
BEIS,B41,0.69
BEIS,B42,0.5
BEIS,B43,0.43
BEIS,B44,0.76
BEIS,B45,0.52
BEIS,B46,0.6
BEIS,B47,0.68
BEIS,B48,0.75
BEIS,B49,0.45
BEIS,B50,0.54
BEIS,B51,0.52
BEIS,B52,0.65
BEIS,B53,0.43
BEIS,B54,0.91
BEIS,B55,0.79
BEIS,B56,0.73
BEIS,B57,0.73
BEIS,B58,0.84
BEIS,B59,0.71
BEIS,B60,0.81
BEIS,C01_1,0.05
BEIS,C01_2,0.19
BEIS,C01_3,0.51
BEIS,C01_4,0.25
BEIS,D01,0.97
BEIS,D02,0.63
BEIS,D03,0.77
BEIS,E01_YES,0.07
BEIS,E03_YES,0.06
BEIS,E05,0.4
BEIS,E06_A,0.11
BEIS,E06_B,0.45
BEIS,E06_C,0.56
BEIS,E06_D,0.25
BEIS,W01,0.57
BEIS,W02,0.66
BEIS,W03,0.55
BEIS,W04,0.4
BEIS,J04B,0.69
BEIS,W05,0.73
BEIS,W07,0.05
BEIS,W08,0.8
CH,B01,0.93
CH,B02,0.88
CH,B03,0.86
CH,B04,0.68
CH,B05,0.83
CH,B06,0.89
CH,B07,0.92
CH,B08,0.79
CH,B09,0.89
CH,B10,0.88
CH,B11,0.77
CH,B12,0.81
CH,B13,0.85
CH,B14,0.78
CH,B15,0.73
CH,B16,0.77
CH,B17,0.49
CH,B18,0.91
CH,B19,0.91
CH,B20,0.86
CH,B21,0.8
CH,B22,0.6
CH,B23,0.63
CH,B24,0.53
CH,B25,0.85
CH,B26,0.91
CH,B27,0.78
CH,B28,0.9
CH,B29,0.81
CH,B30,0.83
CH,B31,0.91
CH,B32,0.86
CH,B33,0.73
CH,B34,0.82
CH,B35,0.35
CH,B36,0.58
CH,B37,0.29
CH,B38,0.78
CH,B39,0.73
CH,B40,0.8
CH,B41,0.69
CH,B42,0.63
CH,B43,0.59
CH,B44,0.81
CH,B45,0.55
CH,B46,0.67
CH,B47,0.77
CH,B48,0.85
CH,B49,0.68
CH,B50,0.73
CH,B51,0.71
CH,B52,0.66
CH,B53,0.47
CH,B54,0.92
CH,B55,0.8
CH,B56,0.84
CH,B57,0.74
CH,B58,0.91
CH,B59,0.79
CH,B60,0.8
CH,C01_1,0.02
CH,C01_2,0.06
CH,C01_3,0.25
CH,C01_4,0.67
CH,D01,0.88
CH,D02,0.67
CH,D03,0.83
CH,E01_YES,0.06
CH,E03_YES,0.05
CH,E05,0.33
CH,E06_A,0.13
CH,E06_B,0.58
CH,E06_C,0.47
CH,E06_D,0.25
CH,W01,0.62
CH,W02,0.69
CH,W03,0.61
CH,W04,0.46
CH,J04B,0.71
CH,W05,0.74
CH,W07,0.06
CH,W08,0.78
CMA,B01,0.92
CMA,B02,0.8
CMA,B03,0.78
CMA,B04,0.62
CMA,B05,0.78
CMA,B06,0.9
CMA,B07,0.9
CMA,B08,0.73
CMA,B09,0.87
CMA,B10,0.86
CMA,B11,0.66
CMA,B12,0.79
CMA,B13,0.81
CMA,B14,0.63
CMA,B15,0.67
CMA,B16,0.63
CMA,B17,0.36
CMA,B18,0.85
CMA,B19,0.86
CMA,B20,0.75
CMA,B21,0.71
CMA,B22,0.54
CMA,B23,0.48
CMA,B24,0.54
CMA,B25,0.8
CMA,B26,0.82
CMA,B27,0.71
CMA,B28,0.76
CMA,B29,0.78
CMA,B30,0.8
CMA,B31,0.94
CMA,B32,0.85
CMA,B33,0.6
CMA,B34,0.63
CMA,B35,0.34
CMA,B36,0.37
CMA,B37,0.28
CMA,B38,0.76
CMA,B39,0.7
CMA,B40,0.66
CMA,B41,0.7
CMA,B42,0.66
CMA,B43,0.57
CMA,B44,0.79
CMA,B45,0.49
CMA,B46,0.52
CMA,B47,0.76
CMA,B48,0.71
CMA,B49,0.51
CMA,B50,0.6
CMA,B51,0.58
CMA,B52,0.6
CMA,B53,0.47
CMA,B54,0.86
CMA,B55,0.66
CMA,B56,0.72
CMA,B57,0.6
CMA,B58,0.81
CMA,B59,0.49
CMA,B60,0.75
CMA,C01_1,0.06
CMA,C01_2,0.19
CMA,C01_3,0.5
CMA,C01_4,0.25
CMA,D01,0.9
CMA,D02,0.6
CMA,D03,0.75
CMA,E01_YES,0.08
CMA,E03_YES,0.1
CMA,E05,0.34
CMA,E06_A,0.18
CMA,E06_B,0.34
CMA,E06_C,0.6
CMA,E06_D,0.22
CMA,W01,0.55
CMA,W02,0.65
CMA,W03,0.55
CMA,W04,0.39
CMA,J04B,0.71
CMA,W05,0.72
CMA,W07,0.05
CMA,W08,0.71
HMLR,B01,0.89
HMLR,B02,0.88
HMLR,B03,0.81
HMLR,B04,0.58
HMLR,B05,0.72
HMLR,B06,0.88
HMLR,B07,0.9
HMLR,B08,0.77
HMLR,B09,0.91
HMLR,B10,0.85
HMLR,B11,0.78
HMLR,B12,0.82
HMLR,B13,0.84
HMLR,B14,0.74
HMLR,B15,0.68
HMLR,B16,0.76
HMLR,B17,0.4
HMLR,B18,0.91
HMLR,B19,0.88
HMLR,B20,0.83
HMLR,B21,0.77
HMLR,B22,0.65
HMLR,B23,0.7
HMLR,B24,0.56
HMLR,B25,0.89
HMLR,B26,0.91
HMLR,B27,0.76
HMLR,B28,0.89
HMLR,B29,0.81
HMLR,B30,0.87
HMLR,B31,0.88
HMLR,B32,0.86
HMLR,B33,0.77
HMLR,B34,0.83
HMLR,B35,0.53
HMLR,B36,0.62
HMLR,B37,0.49
HMLR,B38,0.78
HMLR,B39,0.74
HMLR,B40,0.73
HMLR,B41,0.68
HMLR,B42,0.6
HMLR,B43,0.49
HMLR,B44,0.78
HMLR,B45,0.47
HMLR,B46,0.59
HMLR,B47,0.73
HMLR,B48,0.8
HMLR,B49,0.66
HMLR,B50,0.66
HMLR,B51,0.63
HMLR,B52,0.63
HMLR,B53,0.46
HMLR,B54,0.93
HMLR,B55,0.71
HMLR,B56,0.81
HMLR,B57,0.68
HMLR,B58,0.9
HMLR,B59,0.68
HMLR,B60,0.79
HMLR,C01_1,0.03
HMLR,C01_2,0.06
HMLR,C01_3,0.19
HMLR,C01_4,0.73
HMLR,D01,0.93
HMLR,D02,0.69
HMLR,D03,0.86
HMLR,E01_YES,0.04
HMLR,E03_YES,0.05
HMLR,E05,0.41
HMLR,E06_A,0.23
HMLR,E06_B,0.48
HMLR,E06_C,0.53
HMLR,E06_D,0.26
HMLR,W01,0.61
HMLR,W02,0.67
HMLR,W03,0.59
HMLR,W04,0.45
HMLR,J04B,0.72
HMLR,W05,0.71
HMLR,W07,0.05
HMLR,W08,0.77
INSS,B01,0.9
INSS,B02,0.84
INSS,B03,0.82
INSS,B04,0.68
INSS,B05,0.83
INSS,B06,0.9
INSS,B07,0.93
INSS,B08,0.79
INSS,B09,0.91
INSS,B10,0.89
INSS,B11,0.79
INSS,B12,0.87
INSS,B13,0.86
INSS,B14,0.8
INSS,B15,0.76
INSS,B16,0.79
INSS,B17,0.51
INSS,B18,0.92
INSS,B19,0.88
INSS,B20,0.82
INSS,B21,0.71
INSS,B22,0.57
INSS,B23,0.58
INSS,B24,0.53
INSS,B25,0.87
INSS,B26,0.9
INSS,B27,0.77
INSS,B28,0.85
INSS,B29,0.73
INSS,B30,0.85
INSS,B31,0.91
INSS,B32,0.57
INSS,B33,0.71
INSS,B34,0.8
INSS,B35,0.42
INSS,B36,0.51
INSS,B37,0.38
INSS,B38,0.78
INSS,B39,0.73
INSS,B40,0.62
INSS,B41,0.62
INSS,B42,0.39
INSS,B43,0.42
INSS,B44,0.71
INSS,B45,0.49
INSS,B46,0.61
INSS,B47,0.63
INSS,B48,0.67
INSS,B49,0.56
INSS,B50,0.57
INSS,B51,0.58
INSS,B52,0.6
INSS,B53,0.46
INSS,B54,0.94
INSS,B55,0.77
INSS,B56,0.76
INSS,B57,0.75
INSS,B58,0.84
INSS,B59,0.76
INSS,B60,0.78
INSS,C01_1,0.06
INSS,C01_2,0.09
INSS,C01_3,0.29
INSS,C01_4,0.55
INSS,D01,0.91
INSS,D02,0.76
INSS,D03,0.78
INSS,E01_YES,0.07
INSS,E03_YES,0.08
INSS,E05,0.38
INSS,E06_A,0.12
INSS,E06_B,0.43
INSS,E06_C,0.58
INSS,E06_D,0.21
INSS,W01,0.59
INSS,W02,0.66
INSS,W03,0.54
INSS,W04,0.45
INSS,J04B,0.67
INSS,W05,0.71
INSS,W07,0.05
INSS,W08,0.77
IPO,B01,0.92
IPO,B02,0.9
IPO,B03,0.81
IPO,B04,0.68
IPO,B05,0.85
IPO,B06,0.88
IPO,B07,0.91
IPO,B08,0.78
IPO,B09,0.91
IPO,B10,0.87
IPO,B11,0.75
IPO,B12,0.84
IPO,B13,0.84
IPO,B14,0.76
IPO,B15,0.71
IPO,B16,0.74
IPO,B17,0.48
IPO,B18,0.91
IPO,B19,0.89
IPO,B20,0.86
IPO,B21,0.8
IPO,B22,0.66
IPO,B23,0.7
IPO,B24,0.65
IPO,B25,0.87
IPO,B26,0.91
IPO,B27,0.76
IPO,B28,0.9
IPO,B29,0.84
IPO,B30,0.84
IPO,B31,0.93
IPO,B32,0.81
IPO,B33,0.7
IPO,B34,0.76
IPO,B35,0.46
IPO,B36,0.6
IPO,B37,0.38
IPO,B38,0.78
IPO,B39,0.74
IPO,B40,0.71
IPO,B41,0.69
IPO,B42,0.54
IPO,B43,0.56
IPO,B44,0.8
IPO,B45,0.58
IPO,B46,0.65
IPO,B47,0.75
IPO,B48,0.85
IPO,B49,0.63
IPO,B50,0.66
IPO,B51,0.65
IPO,B52,0.66
IPO,B53,0.46
IPO,B54,0.91
IPO,B55,0.79
IPO,B56,0.79
IPO,B57,0.72
IPO,B58,0.91
IPO,B59,0.75
IPO,B60,0.78
IPO,C01_1,0.03
IPO,C01_2,0.07
IPO,C01_3,0.22
IPO,C01_4,0.68
IPO,D01,0.94
IPO,D02,0.69
IPO,D03,0.84
IPO,E01_YES,0.07
IPO,E03_YES,0.05
IPO,E05,0.29
IPO,E06_A,0.15
IPO,E06_B,0.4
IPO,E06_C,0.52
IPO,E06_D,0.4
IPO,W01,0.54
IPO,W02,0.61
IPO,W03,0.52
IPO,W04,0.41
IPO,J04B,0.62
IPO,W05,0.68
IPO,W07,0.07
IPO,W08,0.8
MET,B01,0.95
MET,B02,0.89
MET,B03,0.84
MET,B04,0.67
MET,B05,0.86
MET,B06,0.84
MET,B07,0.87
MET,B08,0.74
MET,B09,0.92
MET,B10,0.89
MET,B11,0.68
MET,B12,0.82
MET,B13,0.84
MET,B14,0.69
MET,B15,0.65
MET,B16,0.74
MET,B17,0.41
MET,B18,0.9
MET,B19,0.89
MET,B20,0.83
MET,B21,0.68
MET,B22,0.58
MET,B23,0.56
MET,B24,0.6
MET,B25,0.85
MET,B26,0.9
MET,B27,0.74
MET,B28,0.85
MET,B29,0.75
MET,B30,0.8
MET,B31,0.89
MET,B32,0.77
MET,B33,0.65
MET,B34,0.72
MET,B35,0.37
MET,B36,0.41
MET,B37,0.23
MET,B38,0.76
MET,B39,0.72
MET,B40,0.7
MET,B41,0.63
MET,B42,0.37
MET,B43,0.42
MET,B44,0.71
MET,B45,0.42
MET,B46,0.59
MET,B47,0.84
MET,B48,0.75
MET,B49,0.69
MET,B50,0.66
MET,B51,0.63
MET,B52,0.59
MET,B53,0.36
MET,B54,0.94
MET,B55,0.81
MET,B56,0.75
MET,B57,0.73
MET,B58,0.85
MET,B59,0.53
MET,B60,0.77
MET,C01_1,0.03
MET,C01_2,0.06
MET,C01_3,0.34
MET,C01_4,0.57
MET,D01,0.93
MET,D02,0.65
MET,D03,0.83
MET,E01_YES,0.07
MET,E03_YES,0.06
MET,E05,0.4
MET,E06_A,0.12
MET,E06_B,0.37
MET,E06_C,0.63
MET,E06_D,0.2
MET,W01,0.55
MET,W02,0.63
MET,W03,0.54
MET,W04,0.41
MET,J04B,0.67
MET,W05,0.75
MET,W07,0.07
MET,W08,0.79
SPACE,B01,0.92
SPACE,B02,0.81
SPACE,B03,0.75
SPACE,B04,0.59
SPACE,B05,0.83
SPACE,B06,0.66
SPACE,B07,0.78
SPACE,B08,0.73
SPACE,B09,0.84
SPACE,B10,0.85
SPACE,B11,0.59
SPACE,B12,0.74
SPACE,B13,0.8
SPACE,B14,0.65
SPACE,B15,0.6
SPACE,B16,0.67
SPACE,B17,0.34
SPACE,B18,0.85
SPACE,B19,0.79
SPACE,B20,0.77
SPACE,B21,0.53
SPACE,B22,0.46
SPACE,B23,0.39
SPACE,B24,0.4
SPACE,B25,0.79
SPACE,B26,0.81
SPACE,B27,0.66
SPACE,B28,0.73
SPACE,B29,0.59
SPACE,B30,0.68
SPACE,B31,0.88
SPACE,B32,0.74
SPACE,B33,0.43
SPACE,B34,0.52
SPACE,B35,0.37
SPACE,B36,0.43
SPACE,B37,0.31
SPACE,B38,0.71
SPACE,B39,0.59
SPACE,B40,0.44
SPACE,B41,0.54
SPACE,B42,0.33
SPACE,B43,0.41
SPACE,B44,0.68
SPACE,B45,0.44
SPACE,B46,0.54
SPACE,B47,0.79
SPACE,B48,0.53
SPACE,B49,0.51
SPACE,B50,0.55
SPACE,B51,0.48
SPACE,B52,0.59
SPACE,B53,0.45
SPACE,B54,0.86
SPACE,B55,0.71
SPACE,B56,0.61
SPACE,B57,0.67
SPACE,B58,0.75
SPACE,B59,0.66
SPACE,B60,0.7
SPACE,C01_1,0.13
SPACE,C01_2,0.2
SPACE,C01_3,0.39
SPACE,C01_4,0.29
SPACE,D01,0.91
SPACE,D02,0.61
SPACE,D03,0.67
SPACE,E01_YES,0.12
SPACE,E03_YES,0.16
SPACE,E05,0.42
SPACE,E06_A,0.29
SPACE,E06_B,0.47
SPACE,E06_C,0.63
SPACE,E06_D,0.25
SPACE,W01,0.57
SPACE,W02,0.63
SPACE,W03,0.5
SPACE,W04,0.38
SPACE,J04B,0.65
SPACE,W05,0.68
SPACE,W07,0.08
SPACE,W08,0.73
CCS,B01,0.94
CCS,B02,0.91
CCS,B03,0.86
CCS,B04,0.7
CCS,B05,0.87
CCS,B06,0.9
CCS,B07,0.9
CCS,B08,0.84
CCS,B09,0.94
CCS,B10,0.9
CCS,B11,0.84
CCS,B12,0.87
CCS,B13,0.88
CCS,B14,0.8
CCS,B15,0.79
CCS,B16,0.73
CCS,B17,0.5
CCS,B18,0.93
CCS,B19,0.9
CCS,B20,0.86
CCS,B21,0.79
CCS,B22,0.62
CCS,B23,0.66
CCS,B24,0.59
CCS,B25,0.88
CCS,B26,0.91
CCS,B27,0.78
CCS,B28,0.87
CCS,B29,0.75
CCS,B30,0.81
CCS,B31,0.93
CCS,B32,0.82
CCS,B33,0.69
CCS,B34,0.78
CCS,B35,0.47
CCS,B36,0.54
CCS,B37,0.38
CCS,B38,0.78
CCS,B39,0.73
CCS,B40,0.72
CCS,B41,0.71
CCS,B42,0.45
CCS,B43,0.51
CCS,B44,0.79
CCS,B45,0.5
CCS,B46,0.6
CCS,B47,0.76
CCS,B48,0.77
CCS,B49,0.6
CCS,B50,0.7
CCS,B51,0.69
CCS,B52,0.67
CCS,B53,0.47
CCS,B54,0.93
CCS,B55,0.82
CCS,B56,0.8
CCS,B57,0.76
CCS,B58,0.9
CCS,B59,0.77
CCS,B60,0.81
CCS,C01_1,0.04
CCS,C01_2,0.08
CCS,C01_3,0.36
CCS,C01_4,0.52
CCS,D01,0.91
CCS,D02,0.74
CCS,D03,0.81
CCS,E01_YES,0.05
CCS,E03_YES,0.06
CCS,E05,0.38
CCS,E06_A,0.2
CCS,E06_B,0.5
CCS,E06_C,0.56
CCS,E06_D,0.3
CCS,W01,0.64
CCS,W02,0.73
CCS,W03,0.64
CCS,W04,0.48
CCS,J04B,0.76
CCS,W05,0.75
CCS,W07,0.04
CCS,W08,0.84
CO,B01,0.92
CO,B02,0.83
CO,B03,0.8
CO,B04,0.62
CO,B05,0.81
CO,B06,0.68
CO,B07,0.75
CO,B08,0.77
CO,B09,0.87
CO,B10,0.87
CO,B11,0.6
CO,B12,0.81
CO,B13,0.83
CO,B14,0.71
CO,B15,0.69
CO,B16,0.73
CO,B17,0.39
CO,B18,0.88
CO,B19,0.87
CO,B20,0.82
CO,B21,0.6
CO,B22,0.47
CO,B23,0.53
CO,B24,0.43
CO,B25,0.84
CO,B26,0.87
CO,B27,0.74
CO,B28,0.72
CO,B29,0.7
CO,B30,0.74
CO,B31,0.91
CO,B32,0.75
CO,B33,0.59
CO,B34,0.63
CO,B35,0.41
CO,B36,0.44
CO,B37,0.32
CO,B38,0.71
CO,B39,0.61
CO,B40,0.47
CO,B41,0.55
CO,B42,0.33
CO,B43,0.3
CO,B44,0.62
CO,B45,0.38
CO,B46,0.47
CO,B47,0.73
CO,B48,0.62
CO,B49,0.41
CO,B50,0.52
CO,B51,0.47
CO,B52,0.54
CO,B53,0.37
CO,B54,0.9
CO,B55,0.76
CO,B56,0.68
CO,B57,0.68
CO,B58,0.73
CO,B59,0.76
CO,B60,0.74
CO,C01_1,0.07
CO,C01_2,0.22
CO,C01_3,0.46
CO,C01_4,0.25
CO,D01,0.95
CO,D02,0.63
CO,D03,0.69
CO,E01_YES,0.1
CO,E03_YES,0.1
CO,E05,0.4
CO,E06_A,0.14
CO,E06_B,0.44
CO,E06_C,0.65
CO,E06_D,0.38
CO,W01,0.59
CO,W02,0.67
CO,W03,0.57
CO,W04,0.4
CO,J04B,0.7
CO,W05,0.73
CO,W07,0.06
CO,W08,0.8
GPA,B01,0.9
GPA,B02,0.85
GPA,B03,0.76
GPA,B04,0.66
GPA,B05,0.86
GPA,B06,0.87
GPA,B07,0.86
GPA,B08,0.79
GPA,B09,0.83
GPA,B10,0.86
GPA,B11,0.76
GPA,B12,0.79
GPA,B13,0.8
GPA,B14,0.74
GPA,B15,0.69
GPA,B16,0.71
GPA,B17,0.43
GPA,B18,0.82
GPA,B19,0.85
GPA,B20,0.83
GPA,B21,0.64
GPA,B22,0.48
GPA,B23,0.45
GPA,B24,0.44
GPA,B25,0.82
GPA,B26,0.82
GPA,B27,0.68
GPA,B28,0.76
GPA,B29,0.58
GPA,B30,0.71
GPA,B31,0.91
GPA,B32,0.63
GPA,B33,0.53
GPA,B34,0.64
GPA,B35,0.45
GPA,B36,0.48
GPA,B37,0.38
GPA,B38,0.78
GPA,B39,0.57
GPA,B40,0.71
GPA,B41,0.6
GPA,B42,0.36
GPA,B43,0.47
GPA,B44,0.68
GPA,B45,0.43
GPA,B46,0.52
GPA,B47,0.6
GPA,B48,0.51
GPA,B49,0.45
GPA,B50,0.54
GPA,B51,0.57
GPA,B52,0.6
GPA,B53,0.43
GPA,B54,0.87
GPA,B55,0.71
GPA,B56,0.67
GPA,B57,0.65
GPA,B58,0.76
GPA,B59,0.81
GPA,B60,0.75
GPA,C01_1,0.1
GPA,C01_2,0.14
GPA,C01_3,0.33
GPA,C01_4,0.43
GPA,D01,0.86
GPA,D02,0.65
GPA,D03,0.73
GPA,E01_YES,0.09
GPA,E03_YES,0.14
GPA,E05,0.32
GPA,E06_A,0.13
GPA,E06_B,0.39
GPA,E06_C,0.74
GPA,E06_D,0.3
GPA,W01,0.66
GPA,W02,0.74
GPA,W03,0.64
GPA,W04,0.53
GPA,J04B,0.8
GPA,W05,0.72
GPA,W07,0.02
GPA,W08,0.75
CC,B01,0.92
CC,B02,0.88
CC,B03,0.82
CC,B04,0.62
CC,B05,0.78
CC,B06,0.85
CC,B07,0.89
CC,B08,0.79
CC,B09,0.91
CC,B10,0.88
CC,B11,0.76
CC,B12,0.82
CC,B13,0.85
CC,B14,0.74
CC,B15,0.69
CC,B16,0.7
CC,B17,0.4
CC,B18,0.91
CC,B19,0.9
CC,B20,0.8
CC,B21,0.6
CC,B22,0.56
CC,B23,0.39
CC,B24,0.4
CC,B25,0.84
CC,B26,0.91
CC,B27,0.74
CC,B28,0.78
CC,B29,0.72
CC,B30,0.76
CC,B31,0.89
CC,B32,0.71
CC,B33,0.65
CC,B34,0.74
CC,B35,0.33
CC,B36,0.41
CC,B37,0.27
CC,B38,0.76
CC,B39,0.65
CC,B40,0.59
CC,B41,0.6
CC,B42,0.38
CC,B43,0.36
CC,B44,0.65
CC,B45,0.41
CC,B46,0.43
CC,B47,0.65
CC,B48,0.61
CC,B49,0.55
CC,B50,0.53
CC,B51,0.51
CC,B52,0.53
CC,B53,0.39
CC,B54,0.88
CC,B55,0.72
CC,B56,0.63
CC,B57,0.61
CC,B58,0.71
CC,B59,0.65
CC,B60,0.77
CC,C01_1,0.04
CC,C01_2,0.14
CC,C01_3,0.32
CC,C01_4,0.49
CC,D01,0.95
CC,D02,0.73
CC,D03,0.75
CC,E01_YES,0.06
CC,E03_YES,0.06
CC,E05,0.3
CC,E06_A,0.13
CC,E06_B,0.3
CC,E06_C,0.7
CC,E06_D,0.29
CC,W01,0.53
CC,W02,0.66
CC,W03,0.55
CC,W04,0.38
CC,J04B,0.64
CC,W05,0.71
CC,W07,0.04
CC,W08,0.81
DECA,B01,0.85
DECA,B02,0.81
DECA,B03,0.77
DECA,B04,0.58
DECA,B05,0.81
DECA,B06,0.69
DECA,B07,0.77
DECA,B08,0.53
DECA,B09,0.75
DECA,B10,0.72
DECA,B11,0.55
DECA,B12,0.59
DECA,B13,0.66
DECA,B14,0.53
DECA,B15,0.48
DECA,B16,0.52
DECA,B17,0.31
DECA,B18,0.86
DECA,B19,0.85
DECA,B20,0.66
DECA,B21,0.5
DECA,B22,0.38
DECA,B23,0.31
DECA,B24,0.32
DECA,B25,0.67
DECA,B26,0.79
DECA,B27,0.5
DECA,B28,0.59
DECA,B29,0.61
DECA,B30,0.72
DECA,B31,0.8
DECA,B32,0.64
DECA,B33,0.59
DECA,B34,0.67
DECA,B35,0.2
DECA,B36,0.34
DECA,B37,0.21
DECA,B38,0.41
DECA,B39,0.45
DECA,B40,0.5
DECA,B41,0.44
DECA,B42,0.29
DECA,B43,0.38
DECA,B44,0.55
DECA,B45,0.38
DECA,B46,0.44
DECA,B47,0.57
DECA,B48,0.43
DECA,B49,0.52
DECA,B50,0.4
DECA,B51,0.35
DECA,B52,0.38
DECA,B53,0.27
DECA,B54,0.85
DECA,B55,0.6
DECA,B56,0.64
DECA,B57,0.61
DECA,B58,0.58
DECA,B59,0.55
DECA,B60,0.46
DECA,C01_1,0.08
DECA,C01_2,0.09
DECA,C01_3,0.21
DECA,C01_4,0.62
DECA,D01,0.81
DECA,D02,0.57
DECA,D03,0.53
DECA,E01_YES,0.19
DECA,E03_YES,0.18
DECA,E05,0.33
DECA,E06_A,0.08
DECA,E06_B,0.3
DECA,E06_C,0.9
DECA,E06_D,0.23
DECA,W01,0.5
DECA,W02,0.59
DECA,W03,0.5
DECA,W04,0.43
DECA,J04B,0.66
DECA,W05,0.7
DECA,W07,0.06
DECA,W08,0.69
DES,B01,0.91
DES,B02,0.86
DES,B03,0.79
DES,B04,0.68
DES,B05,0.85
DES,B06,0.78
DES,B07,0.8
DES,B08,0.77
DES,B09,0.89
DES,B10,0.88
DES,B11,0.69
DES,B12,0.84
DES,B13,0.85
DES,B14,0.7
DES,B15,0.68
DES,B16,0.72
DES,B17,0.38
DES,B18,0.86
DES,B19,0.84
DES,B20,0.77
DES,B21,0.66
DES,B22,0.54
DES,B23,0.65
DES,B24,0.59
DES,B25,0.86
DES,B26,0.89
DES,B27,0.74
DES,B28,0.8
DES,B29,0.66
DES,B30,0.79
DES,B31,0.87
DES,B32,0.68
DES,B33,0.61
DES,B34,0.73
DES,B35,0.41
DES,B36,0.5
DES,B37,0.29
DES,B38,0.72
DES,B39,0.67
DES,B40,0.54
DES,B41,0.58
DES,B42,0.3
DES,B43,0.31
DES,B44,0.7
DES,B45,0.37
DES,B46,0.57
DES,B47,0.58
DES,B48,0.59
DES,B49,0.42
DES,B50,0.47
DES,B51,0.46
DES,B52,0.57
DES,B53,0.42
DES,B54,0.92
DES,B55,0.76
DES,B56,0.78
DES,B57,0.77
DES,B58,0.83
DES,B59,0.48
DES,B60,0.77
DES,C01_1,0.05
DES,C01_2,0.1
DES,C01_3,0.31
DES,C01_4,0.53
DES,D01,0.88
DES,D02,0.6
DES,D03,0.74
DES,E01_YES,0.08
DES,E03_YES,0.07
DES,E05,0.39
DES,E06_A,0.18
DES,E06_B,0.47
DES,E06_C,0.57
DES,E06_D,0.25
DES,W01,0.61
DES,W02,0.67
DES,W03,0.58
DES,W04,0.49
DES,J04B,0.72
DES,W05,0.74
DES,W07,0.05
DES,W08,0.76
DSTL,B01,0.92
DSTL,B02,0.86
DSTL,B03,0.81
DSTL,B04,0.65
DSTL,B05,0.86
DSTL,B06,0.8
DSTL,B07,0.81
DSTL,B08,0.68
DSTL,B09,0.91
DSTL,B10,0.84
DSTL,B11,0.59
DSTL,B12,0.76
DSTL,B13,0.8
DSTL,B14,0.65
DSTL,B15,0.6
DSTL,B16,0.68
DSTL,B17,0.34
DSTL,B18,0.85
DSTL,B19,0.81
DSTL,B20,0.78
DSTL,B21,0.68
