organisation_code,measure,value
WPEA,B47,0.85
WPEA,B48,0.74
WPEA,B49,0.68
WPEA,B50,0.74
WPEA,B51,0.74
WPEA,B52,0.74
WPEA,B53,0.64
WPEA,B54,0.92
WPEA,B55,0.86
WPEA,B56,0.83
WPEA,B57,0.72
WPEA,B58,0.84
WPEA,B59,0.64
WPEA,B60,0.85
WPEA,C01_1,0.02
WPEA,C01_2,0.14
WPEA,C01_3,0.36
WPEA,C01_4,0.48
WPEA,D01,0.91
WPEA,D02,0.7
WPEA,D03,0.91
WPEA,E01_YES,0.1
WPEA,E03_YES,0.05
WPEA,E05,1
WPEA,E06_A,0.25
WPEA,E06_B,0.25
WPEA,E06_C,0.5
WPEA,E06_D,0.5
WPEA,W01,0.69
WPEA,W02,0.76
WPEA,W03,0.67
WPEA,W04,0.52
WPEA,J04B,0.77
WPEA,W05,0.8
WPEA,W07,0.05
WPEA,W08,0.82
FCDO,B01,0.93
FCDO,B02,0.84
FCDO,B03,0.82
FCDO,B04,0.64
FCDO,B05,0.79
FCDO,B06,0.7
FCDO,B07,0.78
FCDO,B08,0.76
FCDO,B09,0.82
FCDO,B10,0.85
FCDO,B11,0.66
FCDO,B12,0.77
FCDO,B13,0.83
FCDO,B14,0.73
FCDO,B15,0.73
FCDO,B16,0.72
FCDO,B17,0.51
FCDO,B18,0.86
FCDO,B19,0.85
FCDO,B20,0.8
FCDO,B21,0.65
FCDO,B22,0.58
FCDO,B23,0.49
FCDO,B24,0.56
FCDO,B25,0.8
FCDO,B26,0.86
FCDO,B27,0.75
FCDO,B28,0.71
FCDO,B29,0.75
FCDO,B30,0.82
FCDO,B31,0.91
FCDO,B32,0.79
FCDO,B33,0.64
FCDO,B34,0.68
FCDO,B35,0.33
FCDO,B36,0.37
FCDO,B37,0.27
FCDO,B38,0.75
FCDO,B39,0.66
FCDO,B40,0.51
FCDO,B41,0.59
FCDO,B42,0.43
FCDO,B43,0.36
FCDO,B44,0.64
FCDO,B45,0.42
FCDO,B46,0.47
FCDO,B47,0.74
FCDO,B48,0.64
FCDO,B49,0.59
FCDO,B50,0.6
FCDO,B51,0.56
FCDO,B52,0.57
FCDO,B53,0.47
FCDO,B54,0.89
FCDO,B55,0.71
FCDO,B56,0.71
FCDO,B57,0.67
FCDO,B58,0.72
FCDO,B59,0.53
FCDO,B60,0.71
FCDO,C01_1,0.05
FCDO,C01_2,0.1
FCDO,C01_3,0.29
FCDO,C01_4,0.56
FCDO,D01,0.82
FCDO,D02,0.64
FCDO,D03,0.69
FCDO,E01_YES,0.12
FCDO,E03_YES,0.1
FCDO,E05,0.42
FCDO,E06_A,0.15
FCDO,E06_B,0.31
FCDO,E06_C,0.54
FCDO,E06_D,0.29
FCDO,W01,0.58
FCDO,W02,0.67
FCDO,W03,0.58
FCDO,W04,0.4
FCDO,J04B,0.77
FCDO,W05,0.8
FCDO,W07,0.05
FCDO,W08,0.75
FCDOS,B01,0.92
FCDOS,B02,0.84
FCDOS,B03,0.83
FCDOS,B04,0.61
FCDOS,B05,0.8
FCDOS,B06,0.73
FCDOS,B07,0.79
FCDOS,B08,0.74
FCDOS,B09,0.89
FCDOS,B10,0.84
FCDOS,B11,0.68
FCDOS,B12,0.77
FCDOS,B13,0.83
FCDOS,B14,0.69
FCDOS,B15,0.67
FCDOS,B16,0.73
FCDOS,B17,0.43
FCDOS,B18,0.86
FCDOS,B19,0.83
FCDOS,B20,0.76
FCDOS,B21,0.68
FCDOS,B22,0.56
FCDOS,B23,0.48
FCDOS,B24,0.5
FCDOS,B25,0.83
FCDOS,B26,0.87
FCDOS,B27,0.72
FCDOS,B28,0.8
FCDOS,B29,0.62
FCDOS,B30,0.75
FCDOS,B31,0.9
FCDOS,B32,0.65
FCDOS,B33,0.66
FCDOS,B34,0.76
FCDOS,B35,0.38
FCDOS,B36,0.44
FCDOS,B37,0.27
FCDOS,B38,0.69
FCDOS,B39,0.64
FCDOS,B40,0.55
FCDOS,B41,0.54
FCDOS,B42,0.34
FCDOS,B43,0.35
FCDOS,B44,0.66
FCDOS,B45,0.39
FCDOS,B46,0.49
FCDOS,B47,0.66
FCDOS,B48,0.64
FCDOS,B49,0.57
FCDOS,B50,0.56
FCDOS,B51,0.52
FCDOS,B52,0.52
FCDOS,B53,0.41
FCDOS,B54,0.92
FCDOS,B55,0.72
FCDOS,B56,0.7
FCDOS,B57,0.71
FCDOS,B58,0.81
FCDOS,B59,0.53
FCDOS,B60,0.69
FCDOS,C01_1,0.04
FCDOS,C01_2,0.06
FCDOS,C01_3,0.3
FCDOS,C01_4,0.6
FCDOS,D01,0.91
FCDOS,D02,0.73
FCDOS,D03,0.73
FCDOS,E01_YES,0.11
FCDOS,E03_YES,0.13
FCDOS,E05,0.32
FCDOS,E06_A,0.11
FCDOS,E06_B,0.27
FCDOS,E06_C,0.57
FCDOS,E06_D,0.29
FCDOS,W01,0.63
FCDOS,W02,0.68
FCDOS,W03,0.61
FCDOS,W04,0.49
FCDOS,J04B,0.78
FCDOS,W05,0.78
FCDOS,W07,0.04
FCDOS,W08,0.75
GAD,B01,0.86
GAD,B02,0.87
GAD,B03,0.79
GAD,B04,0.66
GAD,B05,0.83
GAD,B06,0.83
GAD,B07,0.83
GAD,B08,0.7
GAD,B09,0.87
GAD,B10,0.84
GAD,B11,0.63
GAD,B12,0.78
GAD,B13,0.77
GAD,B14,0.7
GAD,B15,0.62
GAD,B16,0.65
GAD,B17,0.37
GAD,B18,0.85
GAD,B19,0.78
GAD,B20,0.79
GAD,B21,0.69
GAD,B22,0.55
GAD,B23,0.57
GAD,B24,0.53
GAD,B25,0.79
GAD,B26,0.9
GAD,B27,0.72
GAD,B28,0.86
GAD,B29,0.78
GAD,B30,0.76
GAD,B31,0.86
GAD,B32,0.78
GAD,B33,0.66
GAD,B34,0.67
GAD,B35,0.39
GAD,B36,0.49
GAD,B37,0.3
GAD,B38,0.73
GAD,B39,0.71
GAD,B40,0.7
GAD,B41,0.69
GAD,B42,0.45
GAD,B43,0.54
GAD,B44,0.71
GAD,B45,0.54
GAD,B46,0.65
GAD,B47,0.74
GAD,B48,0.78
GAD,B49,0.56
GAD,B50,0.59
GAD,B51,0.55
GAD,B52,0.63
GAD,B53,0.4
GAD,B54,0.87
GAD,B55,0.7
GAD,B56,0.87
GAD,B57,0.62
GAD,B58,0.87
GAD,B59,0.58
GAD,B60,0.77
GAD,C01_1,0.06
GAD,C01_2,0.1
GAD,C01_3,0.42
GAD,C01_4,0.42
GAD,D01,0.97
GAD,D02,0.71
GAD,D03,0.86
GAD,E01_YES,0.07
GAD,E03_YES,0.05
GAD,E05,0.38
GAD,E06_A,0
GAD,E06_B,0.13
GAD,E06_C,0.88
GAD,E06_D,0.67
GAD,W01,0.59
GAD,W02,0.64
GAD,W03,0.56
GAD,W04,0.45
GAD,J04B,0.66
GAD,W05,0.71
GAD,W07,0.05
GAD,W08,0.7
GLD,B01,0.92
GLD,B02,0.88
GLD,B03,0.83
GLD,B04,0.61
GLD,B05,0.84
GLD,B06,0.79
GLD,B07,0.78
GLD,B08,0.79
GLD,B09,0.91
GLD,B10,0.88
GLD,B11,0.65
GLD,B12,0.85
GLD,B13,0.86
GLD,B14,0.73
GLD,B15,0.7
GLD,B16,0.73
GLD,B17,0.36
GLD,B18,0.89
GLD,B19,0.84
GLD,B20,0.77
GLD,B21,0.75
GLD,B22,0.67
GLD,B23,0.57
GLD,B24,0.58
GLD,B25,0.85
GLD,B26,0.9
GLD,B27,0.76
GLD,B28,0.8
GLD,B29,0.77
GLD,B30,0.77
GLD,B31,0.92
GLD,B32,0.77
GLD,B33,0.57
GLD,B34,0.64
GLD,B35,0.14
GLD,B36,0.17
GLD,B37,0.11
GLD,B38,0.81
GLD,B39,0.74
GLD,B40,0.58
GLD,B41,0.67
GLD,B42,0.49
GLD,B43,0.41
GLD,B44,0.71
GLD,B45,0.43
GLD,B46,0.49
GLD,B47,0.7
GLD,B48,0.67
GLD,B49,0.54
GLD,B50,0.57
GLD,B51,0.53
GLD,B52,0.65
GLD,B53,0.48
GLD,B54,0.94
GLD,B55,0.74
GLD,B56,0.77
GLD,B57,0.7
GLD,B58,0.83
GLD,B59,0.71
GLD,B60,0.8
GLD,C01_1,0.05
GLD,C01_2,0.15
GLD,C01_3,0.38
GLD,C01_4,0.43
GLD,D01,0.96
GLD,D02,0.69
GLD,D03,0.75
GLD,E01_YES,0.08
GLD,E03_YES,0.07
GLD,E05,0.42
GLD,E06_A,0.14
GLD,E06_B,0.38
GLD,E06_C,0.65
GLD,E06_D,0.25
GLD,W01,0.54
GLD,W02,0.64
GLD,W03,0.52
GLD,W04,0.37
GLD,J04B,0.69
GLD,W05,0.72
GLD,W07,0.05
GLD,W08,0.76
DHSC,B01,0.93
DHSC,B02,0.87
DHSC,B03,0.81
DHSC,B04,0.68
DHSC,B05,0.85
DHSC,B06,0.8
DHSC,B07,0.84
DHSC,B08,0.81
DHSC,B09,0.89
DHSC,B10,0.91
DHSC,B11,0.68
DHSC,B12,0.88
DHSC,B13,0.87
DHSC,B14,0.72
DHSC,B15,0.69
DHSC,B16,0.74
DHSC,B17,0.41
DHSC,B18,0.92
DHSC,B19,0.9
DHSC,B20,0.84
DHSC,B21,0.61
DHSC,B22,0.47
DHSC,B23,0.66
DHSC,B24,0.51
DHSC,B25,0.89
DHSC,B26,0.92
DHSC,B27,0.81
DHSC,B28,0.8
DHSC,B29,0.75
DHSC,B30,0.71
DHSC,B31,0.9
DHSC,B32,0.81
DHSC,B33,0.55
DHSC,B34,0.61
DHSC,B35,0.49
DHSC,B36,0.51
DHSC,B37,0.41
DHSC,B38,0.82
DHSC,B39,0.77
DHSC,B40,0.58
DHSC,B41,0.73
DHSC,B42,0.45
DHSC,B43,0.4
DHSC,B44,0.72
DHSC,B45,0.5
DHSC,B46,0.58
DHSC,B47,0.77
DHSC,B48,0.73
DHSC,B49,0.57
DHSC,B50,0.64
DHSC,B51,0.61
DHSC,B52,0.6
DHSC,B53,0.31
DHSC,B54,0.92
DHSC,B55,0.79
DHSC,B56,0.74
DHSC,B57,0.69
DHSC,B58,0.78
DHSC,B59,0.7
DHSC,B60,0.83
DHSC,C01_1,0.04
DHSC,C01_2,0.15
DHSC,C01_3,0.49
DHSC,C01_4,0.31
DHSC,D01,0.92
DHSC,D02,0.59
DHSC,D03,0.75
DHSC,E01_YES,0.06
DHSC,E03_YES,0.05
DHSC,E05,0.41
DHSC,E06_A,0.15
DHSC,E06_B,0.56
DHSC,E06_C,0.45
DHSC,E06_D,0.26
DHSC,W01,0.58
DHSC,W02,0.68
DHSC,W03,0.55
DHSC,W04,0.38
DHSC,J04B,0.68
DHSC,W05,0.72
DHSC,W07,0.06
DHSC,W08,0.84
MHRA,B01,0.94
MHRA,B02,0.85
MHRA,B03,0.83
MHRA,B04,0.65
MHRA,B05,0.84
MHRA,B06,0.8
MHRA,B07,0.86
MHRA,B08,0.74
MHRA,B09,0.88
MHRA,B10,0.85
MHRA,B11,0.69
MHRA,B12,0.81
MHRA,B13,0.83
MHRA,B14,0.72
MHRA,B15,0.67
MHRA,B16,0.72
MHRA,B17,0.45
MHRA,B18,0.88
MHRA,B19,0.86
MHRA,B20,0.78
MHRA,B21,0.65
MHRA,B22,0.49
MHRA,B23,0.43
MHRA,B24,0.46
MHRA,B25,0.85
MHRA,B26,0.89
MHRA,B27,0.75
MHRA,B28,0.8
MHRA,B29,0.77
MHRA,B30,0.8
MHRA,B31,0.93
MHRA,B32,0.75
MHRA,B33,0.54
MHRA,B34,0.64
MHRA,B35,0.39
MHRA,B36,0.39
MHRA,B37,0.31
MHRA,B38,0.69
MHRA,B39,0.66
MHRA,B40,0.56
MHRA,B41,0.56
MHRA,B42,0.41
MHRA,B43,0.41
MHRA,B44,0.68
MHRA,B45,0.41
MHRA,B46,0.5
MHRA,B47,0.77
MHRA,B48,0.65
MHRA,B49,0.57
MHRA,B50,0.6
MHRA,B51,0.56
MHRA,B52,0.48
MHRA,B53,0.33
MHRA,B54,0.92
MHRA,B55,0.74
MHRA,B56,0.7
MHRA,B57,0.66
MHRA,B58,0.77
MHRA,B59,0.62
MHRA,B60,0.75
MHRA,C01_1,0.05
MHRA,C01_2,0.14
MHRA,C01_3,0.39
MHRA,C01_4,0.43
MHRA,D01,0.95
MHRA,D02,0.75
MHRA,D03,0.79
MHRA,E01_YES,0.04
MHRA,E03_YES,0.08
MHRA,E05,0.38
MHRA,E06_A,0.19
MHRA,E06_B,0.34
MHRA,E06_C,0.68
MHRA,E06_D,0.29
MHRA,W01,0.57
MHRA,W02,0.67
MHRA,W03,0.57
MHRA,W04,0.42
MHRA,J04B,0.73
MHRA,W05,0.75
MHRA,W07,0.03
MHRA,W08,0.75
NHSTT,B01,0.94
NHSTT,B02,0.79
NHSTT,B03,0.75
NHSTT,B04,0.52
NHSTT,B05,0.73
NHSTT,B06,0.76
NHSTT,B07,0.79
NHSTT,B08,0.66
NHSTT,B09,0.7
NHSTT,B10,0.78
NHSTT,B11,0.61
NHSTT,B12,0.72
NHSTT,B13,0.74
NHSTT,B14,0.5
NHSTT,B15,0.51
NHSTT,B16,0.53
NHSTT,B17,0.3
NHSTT,B18,0.86
NHSTT,B19,0.87
NHSTT,B20,0.8
NHSTT,B21,0.35
NHSTT,B22,0.28
NHSTT,B23,0.41
NHSTT,B24,0.21
NHSTT,B25,0.81
NHSTT,B26,0.84
NHSTT,B27,0.68
NHSTT,B28,0.69
NHSTT,B29,0.45
NHSTT,B30,0.42
NHSTT,B31,0.79
NHSTT,B32,0.59
NHSTT,B33,0.39
NHSTT,B34,0.44
NHSTT,B35,0.48
NHSTT,B36,0.45
NHSTT,B37,0.39
NHSTT,B38,0.76
NHSTT,B39,0.66
NHSTT,B40,0.51
NHSTT,B41,0.59
NHSTT,B42,0.37
NHSTT,B43,0.42
NHSTT,B44,0.57
NHSTT,B45,0.38
NHSTT,B46,0.53
NHSTT,B47,0.6
NHSTT,B48,0.43
NHSTT,B49,0.49
NHSTT,B50,0.63
NHSTT,B51,0.61
NHSTT,B52,0.53
NHSTT,B53,0.11
NHSTT,B54,0.86
NHSTT,B55,0.71
NHSTT,B56,0.72
NHSTT,B57,0.67
NHSTT,B58,0.67
NHSTT,B59,0.66
NHSTT,B60,0.76
NHSTT,C01_1,0.14
NHSTT,C01_2,0.32
NHSTT,C01_3,0.4
NHSTT,C01_4,0.15
NHSTT,D01,0.87
NHSTT,D02,0.62
NHSTT,D03,0.7
NHSTT,E01_YES,0.09
NHSTT,E03_YES,0.08
NHSTT,E05,0.42
NHSTT,E06_A,0.16
NHSTT,E06_B,0.39
NHSTT,E06_C,0.68
NHSTT,E06_D,0.15
NHSTT,W01,0.52
NHSTT,W02,0.69
NHSTT,W03,0.53
NHSTT,W04,0.33
NHSTT,J04B,0.69
NHSTT,W05,0.66
NHSTT,W07,0.07
NHSTT,W08,0.71
PHE,B01,0.92
PHE,B02,0.83
PHE,B03,0.8
PHE,B04,0.58
PHE,B05,0.78
PHE,B06,0.73
PHE,B07,0.77
PHE,B08,0.71
PHE,B09,0.86
PHE,B10,0.83
PHE,B11,0.63
PHE,B12,0.78
PHE,B13,0.81
PHE,B14,0.64
PHE,B15,0.63
PHE,B16,0.69
PHE,B17,0.38
PHE,B18,0.86
PHE,B19,0.85
PHE,B20,0.79
PHE,B21,0.63
PHE,B22,0.5
PHE,B23,0.44
PHE,B24,0.49
PHE,B25,0.82
PHE,B26,0.87
PHE,B27,0.72
PHE,B28,0.79
PHE,B29,0.7
PHE,B30,0.74
PHE,B31,0.92
PHE,B32,0.77
PHE,B33,0.56
PHE,B34,0.62
PHE,B35,0.4
PHE,B36,0.4
PHE,B37,0.33
PHE,B38,0.68
PHE,B39,0.61
PHE,B40,0.3
PHE,B41,0.48
PHE,B42,0.24
PHE,B43,0.18
PHE,B44,0.56
PHE,B45,0.31
PHE,B46,0.41
PHE,B47,0.56
PHE,B48,0.51
PHE,B49,0.48
PHE,B50,0.5
PHE,B51,0.46
PHE,B52,0.43
PHE,B53,0.35
PHE,B54,0.91
PHE,B55,0.72
PHE,B56,0.7
PHE,B57,0.65
PHE,B58,0.77
PHE,B59,0.48
PHE,B60,0.73
PHE,C01_1,0.08
PHE,C01_2,0.16
PHE,C01_3,0.35
PHE,C01_4,0.4
PHE,D01,0.85
PHE,D02,0.57
PHE,D03,0.66
PHE,E01_YES,0.09
PHE,E03_YES,0.09
PHE,E05,0.4
PHE,E06_A,0.11
PHE,E06_B,0.3
PHE,E06_C,0.66
PHE,E06_D,0.31
PHE,W01,0.5
PHE,W02,0.63
PHE,W03,0.52
PHE,W04,0.41
PHE,J04B,0.67
PHE,W05,0.69
PHE,W07,0.05
PHE,W08,0.79
HMICFR,B01,0.96
HMICFR,B02,0.85
HMICFR,B03,0.85
HMICFR,B04,0.68
HMICFR,B05,0.81
HMICFR,B06,0.84
HMICFR,B07,0.92
HMICFR,B08,0.8
HMICFR,B09,0.92
HMICFR,B10,0.9
HMICFR,B11,0.74
HMICFR,B12,0.86
HMICFR,B13,0.87
HMICFR,B14,0.73
HMICFR,B15,0.66
HMICFR,B16,0.71
HMICFR,B17,0.4
HMICFR,B18,0.88
HMICFR,B19,0.88
HMICFR,B20,0.84
HMICFR,B21,0.62
HMICFR,B22,0.53
HMICFR,B23,0.45
HMICFR,B24,0.5
HMICFR,B25,0.86
HMICFR,B26,0.9
HMICFR,B27,0.76
HMICFR,B28,0.8
HMICFR,B29,0.67
HMICFR,B30,0.79
HMICFR,B31,0.9
HMICFR,B32,0.82
HMICFR,B33,0.73
HMICFR,B34,0.78
HMICFR,B35,0.58
HMICFR,B36,0.55
HMICFR,B37,0.5
HMICFR,B38,0.77
HMICFR,B39,0.71
HMICFR,B40,0.58
HMICFR,B41,0.66
HMICFR,B42,0.36
HMICFR,B43,0.34
HMICFR,B44,0.73
HMICFR,B45,0.51
HMICFR,B46,0.6
HMICFR,B47,0.8
HMICFR,B48,0.71
HMICFR,B49,0.62
HMICFR,B50,0.66
HMICFR,B51,0.64
HMICFR,B52,0.67
HMICFR,B53,0.52
HMICFR,B54,0.91
HMICFR,B55,0.75
HMICFR,B56,0.73
HMICFR,B57,0.82
HMICFR,B58,0.82
HMICFR,B59,0.55
HMICFR,B60,0.76
HMICFR,C01_1,0.07
HMICFR,C01_2,0.19
HMICFR,C01_3,0.45
HMICFR,C01_4,0.3
HMICFR,D01,0.9
HMICFR,D02,0.62
HMICFR,D03,0.78
HMICFR,E01_YES,0.05
HMICFR,E03_YES,0.04
HMICFR,E05,0.33
HMICFR,E06_A,0.22
HMICFR,E06_B,0.44
HMICFR,E06_C,0.78
HMICFR,E06_D,0.33
HMICFR,W01,0.67
HMICFR,W02,0.73
HMICFR,W03,0.63
HMICFR,W04,0.51
HMICFR,J04B,0.78
HMICFR,W05,0.75
HMICFR,W07,0.05
HMICFR,W08,0.85
HMRC,B01,0.85
HMRC,B02,0.82
HMRC,B03,0.73
HMRC,B04,0.52
HMRC,B05,0.68
HMRC,B06,0.82
HMRC,B07,0.85
HMRC,B08,0.75
HMRC,B09,0.88
HMRC,B10,0.83
HMRC,B11,0.71
HMRC,B12,0.79
HMRC,B13,0.83
HMRC,B14,0.73
HMRC,B15,0.67
HMRC,B16,0.71
HMRC,B17,0.44
HMRC,B18,0.9
HMRC,B19,0.86
HMRC,B20,0.77
HMRC,B21,0.67
HMRC,B22,0.53
HMRC,B23,0.59
HMRC,B24,0.47
HMRC,B25,0.82
HMRC,B26,0.88
HMRC,B27,0.66
HMRC,B28,0.77
HMRC,B29,0.67
HMRC,B30,0.78
HMRC,B31,0.82
HMRC,B32,0.72
HMRC,B33,0.68
HMRC,B34,0.76
HMRC,B35,0.22
HMRC,B36,0.29
HMRC,B37,0.19
HMRC,B38,0.67
HMRC,B39,0.61
HMRC,B40,0.52
HMRC,B41,0.5
HMRC,B42,0.36
HMRC,B43,0.31
HMRC,B44,0.62
HMRC,B45,0.34
HMRC,B46,0.47
HMRC,B47,0.5
HMRC,B48,0.5
HMRC,B49,0.46
HMRC,B50,0.46
HMRC,B51,0.44
HMRC,B52,0.45
HMRC,B53,0.35
HMRC,B54,0.89
HMRC,B55,0.66
HMRC,B56,0.71
HMRC,B57,0.7
HMRC,B58,0.81
HMRC,B59,0.67
HMRC,B60,0.7
HMRC,C01_1,0.09
HMRC,C01_2,0.1
HMRC,C01_3,0.24
HMRC,C01_4,0.57
HMRC,D01,0.94
HMRC,D02,0.73
HMRC,D03,0.71
HMRC,E01_YES,0.1
HMRC,E03_YES,0.09
HMRC,E05,0.41
HMRC,E06_A,0.14
HMRC,E06_B,0.48
HMRC,E06_C,0.61
HMRC,E06_D,0.36
HMRC,W01,0.57
HMRC,W02,0.64
HMRC,W03,0.55
HMRC,W04,0.44
HMRC,J04B,0.66
HMRC,W05,0.66
HMRC,W07,0.06
HMRC,W08,0.75
VOA,B01,0.89
VOA,B02,0.86
VOA,B03,0.77
VOA,B04,0.56
VOA,B05,0.76
VOA,B06,0.83
VOA,B07,0.88
VOA,B08,0.77
VOA,B09,0.91
VOA,B10,0.84
VOA,B11,0.76
VOA,B12,0.81
VOA,B13,0.85
VOA,B14,0.81
VOA,B15,0.69
VOA,B16,0.76
VOA,B17,0.44
VOA,B18,0.9
VOA,B19,0.84
VOA,B20,0.73
VOA,B21,0.71
VOA,B22,0.62
VOA,B23,0.62
VOA,B24,0.54
VOA,B25,0.87
VOA,B26,0.91
VOA,B27,0.73
VOA,B28,0.82
VOA,B29,0.69
VOA,B30,0.84
VOA,B31,0.86
VOA,B32,0.65
VOA,B33,0.75
VOA,B34,0.82
VOA,B35,0.51
VOA,B36,0.56
VOA,B37,0.39
VOA,B38,0.69
VOA,B39,0.64
VOA,B40,0.53
VOA,B41,0.53
VOA,B42,0.35
VOA,B43,0.31
VOA,B44,0.67
VOA,B45,0.38
VOA,B46,0.5
VOA,B47,0.53
VOA,B48,0.58
VOA,B49,0.56
VOA,B50,0.52
VOA,B51,0.51
VOA,B52,0.5
VOA,B53,0.35
VOA,B54,0.92
VOA,B55,0.65
VOA,B56,0.72
VOA,B57,0.68
VOA,B58,0.82
VOA,B59,0.65
VOA,B60,0.75
VOA,C01_1,0.05
VOA,C01_2,0.08
VOA,C01_3,0.24
VOA,C01_4,0.64
VOA,D01,0.93
VOA,D02,0.76
VOA,D03,0.8
VOA,E01_YES,0.07
VOA,E03_YES,0.05
VOA,E05,0.33
VOA,E06_A,0.19
VOA,E06_B,0.46
VOA,E06_C,0.58
VOA,E06_D,0.23
VOA,W01,0.6
VOA,W02,0.67
VOA,W03,0.57
VOA,W04,0.45
VOA,J04B,0.69
VOA,W05,0.68
VOA,W07,0.06
VOA,W08,0.73
DMO,B01,0.94
DMO,B02,0.81
DMO,B03,0.87
DMO,B04,0.7
DMO,B05,0.8
DMO,B06,0.93
DMO,B07,0.96
DMO,B08,0.7
DMO,B09,0.84
DMO,B10,0.76
DMO,B11,0.74
DMO,B12,0.75
DMO,B13,0.81
DMO,B14,0.67
DMO,B15,0.64
DMO,B16,0.74
DMO,B17,0.49
DMO,B18,0.94
DMO,B19,0.82
DMO,B20,0.65
DMO,B21,0.65
DMO,B22,0.47
DMO,B23,0.4
DMO,B24,0.56
DMO,B25,0.89
DMO,B26,0.92
DMO,B27,0.78
DMO,B28,0.81
DMO,B29,0.76
DMO,B30,0.77
DMO,B31,0.95
DMO,B32,0.78
DMO,B33,0.84
DMO,B34,0.86
DMO,B35,0.28
DMO,B36,0.32
DMO,B37,0.28
DMO,B38,0.89
DMO,B39,0.82
DMO,B40,0.64
DMO,B41,0.71
DMO,B42,0.55
DMO,B43,0.66
DMO,B44,0.8
DMO,B45,0.63
DMO,B46,0.51
DMO,B47,0.8
DMO,B48,0.73
DMO,B49,0.68
DMO,B50,0.66
DMO,B51,0.72
DMO,B52,0.48
DMO,B53,0.35
DMO,B54,0.87
DMO,B55,0.55
DMO,B56,0.72
DMO,B57,0.66
DMO,B58,0.74
DMO,B59,0.6
DMO,B60,0.7
DMO,C01_1,0
DMO,C01_2,0.13
DMO,C01_3,0.5
DMO,C01_4,0.38
DMO,D01,0.82
DMO,D02,0.64
DMO,D03,0.72
DMO,E01_YES,0.02
DMO,E03_YES,0
DMO,E05,0
DMO,E06_A,0
DMO,E06_B,0
DMO,E06_C,0
DMO,E06_D,0
DMO,W01,0.72
DMO,W02,0.76
DMO,W03,0.71
DMO,W04,0.57
DMO,J04B,0.85
DMO,W05,0.8
DMO,W07,0.05
DMO,W08,0.79
GIAA,B01,0.92
GIAA,B02,0.86
GIAA,B03,0.8
GIAA,B04,0.66
GIAA,B05,0.79
GIAA,B06,0.89
GIAA,B07,0.88
GIAA,B08,0.76
GIAA,B09,0.89
GIAA,B10,0.86
GIAA,B11,0.71
GIAA,B12,0.82
GIAA,B13,0.84
GIAA,B14,0.76
GIAA,B15,0.71
GIAA,B16,0.71
GIAA,B17,0.41
GIAA,B18,0.86
GIAA,B19,0.84
GIAA,B20,0.77
GIAA,B21,0.65
GIAA,B22,0.54
GIAA,B23,0.49
GIAA,B24,0.48
GIAA,B25,0.83
GIAA,B26,0.9
GIAA,B27,0.79
GIAA,B28,0.76
GIAA,B29,0.72
GIAA,B30,0.82
GIAA,B31,0.9
GIAA,B32,0.68
GIAA,B33,0.67
GIAA,B34,0.74
GIAA,B35,0.43
GIAA,B36,0.46
GIAA,B37,0.31
GIAA,B38,0.81
GIAA,B39,0.7
GIAA,B40,0.7
GIAA,B41,0.65
GIAA,B42,0.44
GIAA,B43,0.49
GIAA,B44,0.8
GIAA,B45,0.54
GIAA,B46,0.55
GIAA,B47,0.54
GIAA,B48,0.56
GIAA,B49,0.38
GIAA,B50,0.5
GIAA,B51,0.49
GIAA,B52,0.67
GIAA,B53,0.56
GIAA,B54,0.91
GIAA,B55,0.73
GIAA,B56,0.7
GIAA,B57,0.66
GIAA,B58,0.79
GIAA,B59,0.84
GIAA,B60,0.77
GIAA,C01_1,0.08
GIAA,C01_2,0.15
GIAA,C01_3,0.38
GIAA,C01_4,0.39
GIAA,D01,0.98
GIAA,D02,0.82
GIAA,D03,0.79
GIAA,E01_YES,0.08
GIAA,E03_YES,0.1
GIAA,E05,0.35
GIAA,E06_A,0.1
GIAA,E06_B,0.34
GIAA,E06_C,0.72
GIAA,E06_D,0.43
GIAA,W01,0.63
GIAA,W02,0.64
GIAA,W03,0.61
GIAA,W04,0.48
GIAA,J04B,0.73
GIAA,W05,0.71
GIAA,W07,0.04
GIAA,W08,0.8
HMT,B01,0.94
HMT,B02,0.87
HMT,B03,0.83
HMT,B04,0.7
HMT,B05,0.83
HMT,B06,0.87
HMT,B07,0.87
HMT,B08,0.81
HMT,B09,0.89
HMT,B10,0.9
HMT,B11,0.73
HMT,B12,0.87
HMT,B13,0.88
HMT,B14,0.74
HMT,B15,0.72
HMT,B16,0.76
HMT,B17,0.41
HMT,B18,0.9
HMT,B19,0.89
HMT,B20,0.83
HMT,B21,0.59
HMT,B22,0.46
HMT,B23,0.68
HMT,B24,0.52
HMT,B25,0.89
HMT,B26,0.92
HMT,B27,0.81
HMT,B28,0.73
HMT,B29,0.77
HMT,B30,0.76
HMT,B31,0.87
HMT,B32,0.82
HMT,B33,0.56
HMT,B34,0.57
HMT,B35,0.35
HMT,B36,0.4
HMT,B37,0.24
HMT,B38,0.86
HMT,B39,0.81
HMT,B40,0.63
HMT,B41,0.79
HMT,B42,0.62
HMT,B43,0.6
HMT,B44,0.82
HMT,B45,0.55
HMT,B46,0.64
HMT,B47,0.9
HMT,B48,0.84
HMT,B49,0.65
HMT,B50,0.75
HMT,B51,0.71
HMT,B52,0.71
HMT,B53,0.46
HMT,B54,0.91
HMT,B55,0.79
HMT,B56,0.8
